hierarchy_type,level_1,level_2,level_3,level_4
Region,MS,ponta pora,,
Region,PB,patos,,
Region,PA,abaetetuba,,
Region,SP,orlandia,,
Region,SP,alvares machado,,
Region,MG,carmo do paranaiba,,
Region,SP,santa fe do sul,,
Region,MT,tangara da serra,,
Region,SC,timbo,,
Region,RJ,valenca,,
Region,PR,cambe,,
Region,SP,itarare,,
Region,MG,santa rita do sapucai,,
Region,PR,campo largo,,
Region,CE,russas,,
Region,SC,imbituba,,
Region,ES,guacui,,
Region,SP,ituverava,,
Region,PB,catole do rocha,,
Region,SP,aparecida,,
Region,MG,ipanema,,
Region,SP,martinopolis,,
Region,MG,piumhii,,
Region,SP,cerqueira cesar,,
Region,SP,guaira,,
Region,SP,presidente venceslau,,
Region,SP,sao pedro,,
Region,RS,sapiranga,,
Region,PE,camaragibe,,
Region,RS,panambi,,
Region,PR,marechal candido rondon,,
Region,PA,castanhal,,
Region,RJ,miguel pereira,,
Region,PI,picos,,
Region,PA,maraba,,
Region,PR,laranjeiras do sul,,
Region,GO,posse,,
Region,CE,iguatu,,
Region,SC,tijucas,,
Region,GO,pires do rio,,
Region,MT,alta floresta,,
Region,MG,frutal,,
Region,MG,januaria,,
Region,RJ,casimiro de abreu,,
Region,SP,ibiuna,,
Region,BA,teixeira de freitas,,
Region,GO,trindade,,
Region,BA,campo formoso,,
Region,RO,ji-parana,,
Region,RJ,bom jesus do itabapoana,,
Region,RS,dois irmaos,,
Region,GO,mineiros,,
Region,ES,viana,,
Region,SP,guararapes,,
Region,SP,itapolis,,
Region,MT,sorriso,,
Region,SC,indaial,,
Region,BA,ipira,,
Region,MG,espera feliz,,
Region,SP,cerquilho,,
Region,RS,sao luiz gonzaga,,
Region,SP,cachoeira paulista,,
Region,SP,ilhabela,,
Region,SP,sao manuel,,
Region,MT,nova xavantina,,
Region,SP,campos do jordao,,
Region,MG,monte carmelo,,
Region,SP,serra negra,,
Region,RS,trindade do sul,,
Region,RS,ibiruba,,
Region,MA,bacabal,,
Region,SC,ituporanga,,
Region,PR,mandaguacu,,
Region,RS,farroupilha,,
Region,BA,valente,,
Region,CE,itapaje,,
Region,SE,itabaiana,,
Region,RS,gramado,,
Region,SP,jales,,
Region,RS,guapore,,
Region,RS,cruz alta,,
Region,MG,cambui,,
Region,CE,crato,,
Region,SP,quata,,
Region,SC,camboriu,,
Region,SP,porto feliz,,
Region,MG,claudio,,
Region,SP,aguas de lindoia,,
Region,SP,capao bonito,,
Region,SP,juquitiba,,
Region,RJ,guapimirim,,
Region,SP,barrinha,,
Region,BA,ibotirama,,
Region,SC,porto uniao,,
Region,SP,garca,,
Region,BA,cicero dantas,,
Region,SC,santo amaro da imperatriz,,
Region,SP,pederneiras,,
Region,PR,medianeira,,
Region,MG,janauba,,
Region,MG,buritizeiro,,
Region,SP,macatuba,,
Region,RS,santa rosa,,
Region,SC,braco do norte,,
Region,RJ,paraiba do sul,,
Region,MG,congonhas,,
Region,SP,ibitinga,,
Region,ES,marataizes,,
Region,SP,pedreira,,
Region,SP,monte azul paulista,,
Region,ES,alegre,,
Region,SC,curitibanos,,
Region,PE,cabo de santo agostinho,,
Region,SP,santa isabel,,
Region,MG,almenara,,
Region,MG,alem paraiba,,
Region,PR,matinhos,,
Region,SP,mairinque,,
Region,SP,piedade,,
Region,PR,castro,,
Region,SP,cunha,,
Region,BA,bom jesus da lapa,,
Region,RJ,quissama,,
Region,SP,castilho,,
Region,RS,encantado,,
Region,SP,novo horizonte,,
Region,MS,maracaju,,
Region,RS,estancia velha,,
Region,RJ,paraty,,
Region,PA,rondon do para,,
Region,RJ,parati,,
Region,CE,aracati,,
Region,SP,paraguacu paulista,,
Region,SP,piracaia,,
Region,RS,venancio aires,,
Region,MG,machado,,
Region,MT,agua boa,,
Region,BA,brumado,,
Region,RN,pau dos ferros,,
Region,SP,pirapora do bom jesus,,
Region,RN,alto do rodrigues,,
Region,RS,imbe,,
Region,BA,itapetinga,,
Region,RN,caico,,
Region,SP,holambra,,
Region,SC,fraiburgo,,
Region,SP,rancharia,,
Region,SP,bariri,,
Region,MG,espinosa,,
Region,RS,tramandai,,
Region,MG,santana do paraiso,,
Region,SC,garopaba,,
Region,MG,taiobeiras,,
Region,MG,jacutinga,,
Region,SC,itapiranga,,
Region,PE,santa cruz do capibaribe,,
Region,SP,ipero,,
Region,PE,escada,,
Region,PA,pacaja,,
Region,ES,venda nova do imigrante,,
Region,RJ,natividade,,
Region,MG,santa juliana,,
Region,SP,santa cruz do rio pardo,,
Region,CE,quixada,,
Region,RJ,cordeiro,,
Region,SP,tapiratiba,,
Region,SE,estancia,,
Region,MG,sao joao nepomuceno,,
Region,MG,oliveira,,
Region,PR,marialva,,
Region,SP,presidente epitacio,,
Region,MG,capelinha,,
Region,BA,senhor do bonfim,,
Region,RS,carlos barbosa,,
Region,SP,monte alto,,
Region,SP,taquarituba,,
Region,RS,vacaria,,
Region,MS,aparecida do taboado,,
Region,MG,monte siao,,
Region,RS,feliz,,
Region,MG,pitangui,,
Region,MG,ouro fino,,
Region,BA,riachao do jacuipe,,
Region,BA,dias d'avila,,
Region,PR,missal,,
Region,MG,araujos,,
Region,MG,caete,,
Region,MG,sao gotardo,,
Region,MG,joao pinheiro,,
Region,MT,paranatinga,,
Region,MG,manhumirim,,
Region,SP,bonfim paulista,,
Region,PR,irati,,
Region,PE,vitoria de santo antao,,
Region,SP,piratininga,,
Region,RJ,barra de sao joao,,
Region,ES,nova venecia,,
Region,MG,diamantina,,
Region,PI,floriano,,
Region,MA,codo,,
Region,RS,canela,,
Region,PR,dois vizinhos,,
Region,CE,crateus,,
Region,MG,coromandel,,
Region,RS,quarai,,
Region,MG,nanuque,,
Region,RS,veranopolis,,
Region,CE,tiangua,,
Region,PE,abreu e lima,,
Region,SP,cravinhos,,
Region,RS,sao gabriel,,
Region,SP,americo brasiliense,,
Region,RJ,iguaba grande,,
Region,GO,goiatuba,,
Region,GO,ipameri,,
Region,SP,socorro,,
Region,SC,icara,,
Region,PE,salgueiro,,
Region,RS,santiago,,
Region,MT,querencia,,
Region,SP,ilha solteira,,
Region,SC,penha,,
Region,MG,tres pontas,,
Region,SE,nossa senhora do socorro,,
Region,SP,rio grande da serra,,
Region,MG,brumadinho,,
Region,RS,cruzeiro do sul,,
Region,PE,ouricuri,,
Region,SC,ararangua,,
Region,MT,comodoro,,
Region,SP,itaporanga,,
Region,RJ,paty do alferes,,
Region,PR,cornelio procopio,,
Region,GO,aguas lindas de goias,,
Region,PA,novo progresso,,
Region,RJ,pirai,,
Region,CE,eusebio,,
Region,RS,estrela,,
Region,ES,piuma,,
Region,GO,inhumas,,
Region,SP,laranjal paulista,,
Region,RO,vilhena,,
Region,MG,bambui,,
Region,BA,mucuri,,
Region,SC,laguna,,
Region,PB,pianco,,
Region,PA,nova esperanca do piria,,
Region,MS,nova andradina,,
Region,PE,carpina,,
Region,RJ,bom jardim,,
Region,PA,paragominas,,
Region,MG,camanducaia,,
Region,MG,varzea da palma,,
Region,MG,matias barbosa,,
Region,PE,araripina,,
Region,AL,teotonio vilela,,
Region,RS,marau,,
Region,RJ,pinheiral,,
Region,MG,guarani,,
Region,MT,colider,,
Region,SP,espirito santo do pinhal,,
Region,AL,sao sebastiao,,
Region,SP,bofete,,
Region,PI,sao raimundo nonato,,
Region,MA,presidente dutra,,
Region,RS,sao lourenco do sul,,
Region,PE,taquaritinga do norte,,
Region,GO,novo gama,,
Region,RS,sao borja,,
Region,SP,santa rita do passa quatro,,
Region,RJ,sao joao da barra,,
Region,PA,tailandia,,
Region,GO,cristalina,,
Region,SP,aguai,,
Region,PR,rio negro,,
Region,MG,paraisopolis,,
Region,RS,sao sebastiao do cai,,
Region,SP,viradouro,,
Region,PR,antonina,,
Region,SP,conchal,,
Region,MG,nova era,,
Region,PR,sarandi,,
Region,MG,lagoa grande,,
Region,MG,santos dumont,,
Region,PE,serra talhada,,
Region,GO,goianesia,,
Region,RJ,cambuci,,
Region,PR,lapa,,
Region,BA,serrinha,,
Region,SP,ipua,,
Region,RS,carazinho,,
Region,RJ,sao fidelis,,
Region,SP,junqueiropolis,,
Region,GO,ipora,,
Region,BA,nucleo residencial pilar,,
Region,SC,cocal do sul,,
Region,PR,palmeira,,
Region,BA,cruz das almas,,
Region,SP,porto ferreira,,
Region,MG,conselheiro pena,,
Region,SE,cedro de sao joao,,
Region,MG,engenheiro navarro,,
Region,CE,ico,,
Region,PE,agrestina,,
Region,MG,sacramento,,
Region,SP,miguelopolis,,
Region,ES,anchieta,,
Region,RJ,cantagalo,,
Region,PE,gravata,,
Region,RS,tres de maio,,
Region,SP,cesario lange,,
Region,PB,sape,,
Region,MG,santo antonio do monte,,
Region,MG,barao de cocais,,
Region,RJ,cachoeiras de macacu,,
Region,SE,lagarto,,
Region,PE,igarassu,,
Region,SC,bombinhas,,
Region,PR,goioere,,
Region,PR,sao mateus do sul,,
Region,MG,guanhaes,,
Region,SC,campos novos,,
Region,PR,palmas,,
Region,RS,triunfo,,
Region,MT,mirassol d'oeste,,
Region,MS,navirai,,
Region,SP,pompeia,,
Region,GO,ceres,,
Region,MG,igarape,,
Region,MG,itanhandu,,
Region,AL,maragogi,,
Region,PR,pinhalao,,
Region,GO,piracanjuba,,
Region,BA,caetite,,
Region,ES,santa maria de jetiba,,
Region,SP,santo anastacio,,
Region,PE,parnamirim,,
Region,SP,auriflama,,
Region,MT,paranaita,,
Region,RS,eldorado do sul,,
Region,SP,morro agudo,,
Region,PR,jandaia do sul,,
Region,MG,campo belo,,
Region,GO,porangatu,,
Region,PR,guaratuba,,
Region,SP,cajati,,
Region,SP,santa rosa de viterbo,,
Region,PB,cajazeiras,,
Region,BA,santo amaro,,
Region,MA,timon,,
Region,RO,cacoal,,
Region,TO,paraiso do tocantins,,
Region,PR,mariental,,
Region,MG,eloi mendes,,
Region,PR,mangueirinha,,
Region,MA,caxias,,
Region,SP,nova granada,,
Region,SP,osvaldo cruz,,
Region,MG,esmeraldas,,
Region,MG,iturama,,
Region,SP,fartura,,
Region,MG,caxambu,,
Region,PR,ampere,,
Region,SP,pariquera-acu,,
Region,PR,quatro barras,,
Region,SP,palmital,,
Region,SP,itatinga,,
Region,ES,itaguacu,,
Region,SP,itai,,
Region,MG,buritis,,
Region,PR,cafelandia,,
Region,RS,santa vitoria do palmar,,
Region,RS,parobe,,
Region,GO,uruacu,,
Region,PE,sanharo,,
Region,MG,passa quatro,,
Region,GO,niquelandia,,
Region,GO,santa fe de goias,,
Region,CE,beberibe,,
Region,MG,abaete,,
Region,SC,mafra,,
Region,BA,irece,,
Region,PR,bandeirantes,,
Region,MG,lagoa da prata,,
Region,RS,charqueadas,,
Region,RJ,itaocara,,
Region,PB,esperanca,,
Region,SC,xaxim,,
Region,RS,camaqua,,
Region,BA,santa maria da vitoria,,
Region,PA,ourilandia do norte,,
Region,MG,itamarandiba,,
Region,PR,loanda,,
Region,PE,belo jardim,,
Region,CE,camocim,,
Region,MG,santana do jacare,,
Region,SC,barra velha,,
Region,SC,morro da fumaca,,
Region,SC,sao joao batista,,
Region,RJ,conceicao de macabu,,
Region,MG,leopoldina,,
Region,PR,jaguariaiva,,
Region,MG,sao joaquim de bicas,,
Region,BA,esplanada,,
Region,PE,gameleira,,
Region,SP,itajobi,,
Region,SP,ibate,,
Region,MG,mantena,,
Region,SC,sao francisco do sul,,
Region,RJ,miracema,,
Region,MG,carmo do rio claro,,
Region,MG,carmo do cajuru,,
Region,PE,catende,,
Region,MG,carmopolis de minas,,
Region,SP,caconde,,
Region,PE,bom conselho,,
Region,RS,taquari,,
Region,MG,bocaiuva,,
Region,RS,lagoa vermelha,,
Region,MS,paranaiba,,
Region,RJ,santo amaro de campos,,
Region,SP,paraibuna,,
Region,SP,santa adelia,,
Region,SP,bom jesus dos perdoes,,
Region,SP,guariba,,
Region,PE,ipojuca,,
Region,PR,piraquara,,
Region,PA,jacunda,,
Region,ES,castelo,,
Region,SP,jardinopolis,,
Region,MA,loreto,,
Region,MS,coxim,,
Region,RS,crissiumal,,
Region,MA,vitorino freire,,
Region,ES,montanha,,
Region,RS,cangucu,,
Region,SP,pirajui,,
Region,PR,nova esperanca,,
Region,SC,pomerode,,
Region,TO,porto nacional,,
Region,PB,pombal,,
Region,SP,candido mota,,
Region,PI,sao joao do piaui,,
Region,MS,chapadao do sul,,
Region,ES,afonso claudio,,
Region,PA,canaa dos carajas,,
Region,GO,minacu,,
Region,RS,palmeira das missoes,,
Region,MS,sidrolandia,,
Region,MG,visconde do rio branco,,
Region,MT,pontes e lacerda,,
Region,SP,reginopolis,,
Region,MG,vazante,,
Region,CE,ipueiras,,
Region,MA,nova olinda do maranhao,,
Region,RS,ronda alta,,
Region,CE,campos sales,,
Region,MG,conceicao das alagoas,,
Region,PB,santa rita,,
Region,MG,boa esperanca,,
Region,RO,costa marques,,
Region,RS,toropi,,
Region,CE,brejo santo,,
Region,RJ,itatiaia,,
Region,MG,periquito,,
Region,MS,cassilandia,,
Region,PE,petrolandia,,
Region,ES,ibatiba,,
Region,SP,embu,,
Region,RS,mostardas,,
Region,SP,tambau,,
Region,SC,faxinal dos guedes,,
Region,MG,mata verde,,
Region,SP,aracoiaba da serra,,
Region,BA,camamu,,
Region,MG,lambari,,
Region,SP,pacaembu,,
Region,CE,nova russas,,
Region,MG,entre rios de minas,,
Region,SC,imbuia,,
Region,SC,balneario picarras,,
Region,GO,santa helena de goias,,
Region,RJ,sao francisco de itabapoana,,
Region,TO,alvorada,,
Region,RS,teutonia,,
Region,RJ,carmo,,
Region,CE,nova olinda,,
Region,PI,corrente,,
Region,PA,quatro bocas,,
Region,BA,catu,,
Region,SP,jose bonifacio,,
Region,RJ,porto real,,
Region,BA,pojuca,,
Region,CE,cruz,,
Region,GO,morrinhos,,
Region,PR,siqueira campos,,
Region,GO,quirinopolis,,
Region,MG,piranguinho,,
Region,BA,itamaraju,,
Region,SC,garuva,,
Region,RJ,aperibe,,
Region,RS,chapada,,
Region,RN,currais novos,,
Region,PR,andira,,
Region,RS,dom pedrito,,
Region,SC,correia pinto,,
Region,MG,paraguacu,,
Region,SP,jarinu,,
Region,MG,buenopolis,,
Region,BA,ibitita,,
Region,SC,lauro muller,,
Region,MA,sao jose de ribamar,,
Region,RS,flores da cunha,,
Region,CE,limoeiro do norte,,
Region,MS,fatima do sul,,
Region,ES,marilandia,,
Region,SP,altinopolis,,
Region,RS,arroio do meio,,
Region,PA,redencao,,
Region,PB,queimadas,,
Region,MT,itauba,,
Region,BA,buerarema,,
Region,RS,torres,,
Region,MG,nova ponte,,
Region,MG,baependi,,
Region,SC,orleans,,
Region,ES,sao gabriel da palha,,
Region,SP,tanabi,,
Region,MG,ipaba,,
Region,RJ,boa esperanca,,
Region,SP,bastos,,
Region,ES,baixo guandu,,
Region,RS,campinas do sul,,
Region,BA,formosa do rio preto,,
Region,MG,mutum,,
Region,SP,bocaina,,
Region,MG,bonfinopolis de minas,,
Region,PA,sao felix do xingu,,
Region,BA,mata de sao joao,,
Region,SP,biritiba-mirim,,
Region,PE,barreiros,,
Region,RN,joao camara,,
Region,RS,bom retiro do sul,,
Region,SC,guaramirim,,
Region,CE,santana do acarau,,
Region,GO,senador canedo,,
Region,MG,jequitinhonha,,
Region,SP,divinolandia,,
Region,ES,vila valerio,,
Region,GO,alto paraiso de goias,,
Region,MG,ibia,,
Region,SP,itabera,,
Region,CE,acarau,,
Region,MG,itapecerica,,
Region,MG,aracuai,,
Region,MG,corinto,,
Region,SP,pitangueiras,,
Region,SP,iguape,,
Region,PR,jacarezinho,,
Region,MG,malacacheta,,
Region,RS,campestre da serra,,
Region,PE,afogados da ingazeira,,
Region,PI,altos,,
Region,RN,upanema,,
Region,MG,aguas formosas,,
Region,CE,itapipoca,,
Region,PB,pirpirituba,,
Region,MG,divino,,
Region,SP,cordeiropolis,,
Region,PE,bezerros,,
Region,RS,girua,,
Region,MA,sao joao dos patos,,
Region,MG,tupaciguara,,
Region,PE,sao bento do una,,
Region,RS,casca,,
Region,SP,tabapua,,
Region,GO,sao miguel do araguaia,,
Region,SC,apiuna,,
Region,SP,pirapozinho,,
Region,MG,conceicao do mato dentro,,
Region,PI,guadalupe,,
Region,SC,itaiopolis,,
Region,SP,sao miguel arcanjo,,
Region,MS,caarapo,,
Region,PI,fronteiras,,
Region,MG,dores de campos,,
Region,SP,itapui,,
Region,PR,ibipora,,
Region,CE,barbalha,,
Region,SP,pinhalzinho,,
Region,SP,barao ataliba nogueira,,
Region,MG,barra longa,,
Region,BA,tapiramuta,,
Region,SP,sao simao,,
Region,GO,neropolis,,
Region,MG,simonesia,,
Region,CE,morada nova,,
Region,MG,astolfo dutra,,
Region,MG,barroso,,
Region,BA,alcobaca,,
Region,PR,sao miguel do iguacu,,
Region,RJ,italva,,
Region,GO,sao luis de montes belos,,
Region,ES,jaguare,,
Region,PA,xinguara,,
Region,SP,mirandopolis,,
Region,RS,tres passos,,
Region,SP,agudos,,
Region,PR,realeza,,
Region,CE,pacajus,,
Region,SP,casa branca,,
Region,SC,gravatal,,
Region,SP,teodoro sampaio,,
Region,SP,itariri,,
Region,SP,balsamo,,
Region,SP,duartina,,
Region,MG,sao goncalo do sapucai,,
Region,SP,aluminio,,
Region,SP,iracemapolis,,
Region,MG,areado,,
Region,GO,campinorte,,
Region,RO,pimenta bueno,,
Region,BA,vera cruz,,
Region,PA,sao miguel do guama,,
Region,RJ,mendes,,
Region,MG,botelhos,,
Region,AL,penedo,,
Region,PE,sao lourenco da mata,,
Region,PB,guarabira,,
Region,PE,bonito,,
Region,SP,ouroeste,,
Region,RS,ivoti,,
Region,PA,marituba,,
Region,RN,parelhas,,
Region,SP,dois corregos,,
Region,SP,descalvado,,
Region,PE,saloa,,
Region,RS,nova prata,,
Region,MG,turmalina,,
Region,PE,venturosa,,
Region,SP,ipaussu,,
Region,MG,sao joao evangelista,,
Region,MA,santa ines,,
Region,SC,sombrio,,
Region,AL,coruripe,,
Region,SC,capinzal,,
Region,PR,primeiro de maio,,
Region,BA,candeias,,
Region,PB,cabedelo,,
Region,SP,conchas,,
Region,RS,espumoso,,
Region,GO,silvania,,
Region,PE,palmares,,
Region,AP,santana,,
Region,BA,coaraci,,
Region,PR,assis chateaubriand,,
Region,RO,alto paraiso,,
Region,SP,pirangi,,
Region,MT,bom jesus do araguaia,,
Region,PB,passagem,,
Region,BA,riacho de santana,,
Region,SP,santa gertrudes,,
Region,MG,sao francisco,,
Region,MG,rio pomba,,
Region,RJ,sao jose do vale do rio preto,,
Region,PA,santana do araguaia,,
Region,AM,coari,,
Region,SP,guararema,,
Region,ES,domingos martins,,
Region,CE,ubajara,,
Region,SP,parapua,,
Region,RS,igrejinha,,
Region,SC,schroeder,,
Region,RS,tapejara,,
Region,RS,santo augusto,,
Region,MA,cedral,,
Region,SP,saltinho,,
Region,MG,perdizes,,
Region,PB,brejo do cruz,,
Region,TO,guarai,,
Region,CE,jaguaruana,,
Region,RS,itaqui,,
Region,PR,campina grande do sul,,
Region,RJ,areal,,
Region,SP,sao lourenco da serra,,
Region,PA,tucuma,,
Region,SP,urupes,,
Region,SP,salesopolis,,
Region,MG,arapora,,
Region,PA,conceicao do araguaia,,
Region,SC,forquilhinha,,
Region,MG,carandai,,
Region,CE,quixere,,
Region,GO,uruana,,
Region,PR,santo antonio da platina,,
Region,RS,terra de areia,,
Region,SC,celso ramos,,
Region,BA,catu de abrantes,,
Region,BA,camacan,,
Region,CE,jijoca de jericoacoara,,
Region,SP,salto de pirapora,,
Region,SP,santo antonio do pinhal,,
Region,MA,colinas,,
Region,RJ,papucaia,,
Region,BA,casa nova,,
Region,AL,delmiro gouveia,,
Region,MT,aripuana,,
Region,SP,charqueada,,
Region,SC,rio negrinho,,
Region,SC,sao joaquim,,
Region,BA,inhambupe,,
Region,ES,santa teresa,,
Region,RJ,goitacazes,,
Region,MG,raul soares,,
Region,SP,maracai,,
Region,RS,butia,,
Region,MG,monte belo,,
Region,GO,chapadao do ceu,,
Region,RS,nova roma do sul,,
Region,PI,cocal,,
Region,SC,herval d'oeste,,
Region,CE,redencao,,
Region,MT,canarana,,
Region,BA,entre rios,,
Region,SP,santo antonio do aracangua,,
Region,RN,caicara do norte,,
Region,SP,guarei,,
Region,ES,boa esperanca,,
Region,SP,pontal,,
Region,AL,palmeira dos indios,,
Region,SP,guara,,
Region,CE,reriutaba,,
Region,BA,prado,,
Region,SP,engenheiro coelho,,
Region,BA,itaberaba,,
Region,GO,goianapolis,,
Region,MG,sao jose da lapa,,
Region,MT,alto araguaia,,
Region,PR,pontal do parana,,
Region,GO,goias,,
Region,PA,barcarena,,
Region,PA,braganca,,
Region,MG,cristina,,
Region,MG,ervalia,,
Region,SP,brotas,,
Region,PE,toritama,,
Region,ES,fundao,,
Region,RS,capao do leao,,
Region,GO,acreuna,,
Region,SP,pauliceia,,
Region,MT,confresa,,
Region,RJ,sumidouro,,
Region,RN,caraubas,,
Region,SP,patrocinio paulista,,
Region,PR,ibaiti,,
Region,MG,pompeu,,
Region,RS,frederico westphalen,,
Region,MG,catas altas,,
Region,AL,santana do mundau,,
Region,SP,vera cruz,,
Region,PR,itapejara d'oeste,,
Region,PR,nova prata do iguacu,,
Region,PR,godoy moreira,,
Region,RJ,santa maria madalena,,
Region,MG,prata,,
Region,RS,rolante,,
Region,MS,costa rica,,
Region,PI,valenca do piaui,,
Region,SP,rio das pedras,,
Region,PB,sousa,,
Region,MG,capinopolis,,
Region,SP,pedregulho,,
Region,PB,alhandra,,
Region,CE,cascavel,,
Region,RS,arroio dos ratos,,
Region,GO,rubiataba,,
Region,SP,aguas da prata,,
Region,SC,ibirama,,
Region,RS,jaguarao,,
Region,SP,sao sebastiao da grama,,
Region,ES,pinheiros,,
Region,SP,buritama,,
Region,PR,colorado,,
Region,SP,brodowski,,
Region,SP,cajobi,,
Region,PE,lagoa grande,,
Region,RJ,japuiba,,
Region,SP,oriente,,
Region,RS,garibaldi,,
Region,MG,mar de espanha,,
Region,PA,picarra,,
Region,RS,xangri-la,,
Region,GO,itaberai,,
Region,MG,raposos,,
Region,RS,bom principio,,
Region,GO,serranopolis,,
Region,MA,pedreiras,,
Region,SP,pilar do sul,,
Region,RN,macau,,
Region,BA,conceicao do coite,,
Region,SP,taruma,,
Region,SP,primavera,,
Region,PI,campo maior,,
Region,PR,ortigueira,,
Region,SC,araquari,,
Region,MS,bonito,,
Region,PE,lajedo,,
Region,MG,sarzedo,,
Region,MG,sao jose da barra,,
Region,PE,tabira,,
Region,RO,extrema,,
Region,GO,cacu,,
Region,BA,seabra,,
Region,SP,tarabai,,
Region,SP,luis antonio,,
Region,AL,inhapi,,
Region,BA,santo estevao,,
Region,RJ,mangaratiba,,
Region,SP,cosmorama,,
Region,MG,eugenopolis,,
Region,MS,rio brilhante,,
Region,ES,sao jose do calcado,,
Region,PE,lagoa dos gatos,,
Region,PB,mamanguape,,
Region,PR,arapoti,,
Region,MG,fervedouro,,
Region,MT,sapezal,,
Region,SP,estiva gerbi,,
Region,PA,uruara,,
Region,SP,lucelia,,
Region,SC,piratuba,,
Region,AC,cruzeiro do sul,,
Region,RS,nova santa rita,,
Region,PR,munhoz de melo,,
Region,CE,hidrolandia,,
Region,MG,aimores,,
Region,GO,abadiania,,
Region,MG,fronteira,,
Region,TO,cristalandia,,
Region,SP,monte aprazivel,,
Region,PE,dormentes,,
Region,SC,benedito novo,,
Region,SP,cardoso,,
Region,PE,condado,,
Region,PR,paicandu,,
Region,SC,palma sola,,
Region,SP,buri,,
Region,MA,acailandia,,
Region,MG,gouveia,,
Region,RJ,porciuncula,,
Region,SE,sao francisco,,
Region,MT,campos de julio,,
Region,MG,poco fundo,,
Region,SC,canelinha,,
Region,RS,rosario do sul,,
Region,CE,taua,,
Region,PA,concordia do para,,
Region,PR,figueira,,
Region,GO,bom jesus,,
Region,SP,itaju,,
Region,SP,chavantes,,
Region,PI,bom jesus,,
Region,MG,arceburgo,,
Region,BA,jeremoabo,,
Region,PE,cabrobo,,
Region,SP,dourado,,
Region,PR,pinhao,,
Region,SP,holambra ii,,
Region,AL,campo alegre,,
Region,RS,arroio do sal,,
Region,RJ,varre-sai,,
Region,PR,sertanopolis,,
Region,SP,serrana,,
Region,CE,morrinhos,,
Region,SC,otacilio costa,,
Region,BA,mairi,,
Region,BA,jacaraci,,
Region,SC,sao lourenco do oeste,,
Region,SP,julio mesquita,,
Region,SP,guapiacu,,
Region,RS,encruzilhada do sul,,
Region,ES,alfredo chaves,,
Region,GO,itaja,,
Region,SP,pradopolis,,
Region,RS,candido godoi,,
Region,CE,bela cruz,,
Region,MG,grao mogol,,
Region,RS,balneario pinhal,,
Region,MG,borda da mata,,
Region,SP,regente feijo,,
Region,SP,areiopolis,,
Region,GO,crixas,,
Region,SC,urussanga,,
Region,PB,juru,,
Region,MA,barra do corda,,
Region,SP,irapuru,,
Region,MG,candeias,,
Region,GO,itaguari,,
Region,SP,lutecia,,
Region,MG,jordania,,
Region,SP,icem,,
Region,SP,urania,,
Region,SC,treze tilias,,
Region,MG,itamonte,,
Region,MG,pecanha,,
Region,SP,sao luis do paraitinga,,
Region,ES,ecoporanga,,
Region,MG,virginopolis,,
Region,SP,taiuva,,
Region,MG,mirai,,
Region,MG,paraopeba,,
Region,PE,paudalho,,
Region,PR,santa fe,,
Region,SC,capivari de baixo,,
Region,ES,sao domingos do norte,,
Region,MA,coroata,,
Region,BA,macaubas,,
Region,PR,palotina,,
Region,PR,sao joao,,
Region,RJ,california da barra,,
Region,MT,matupa,,
Region,SC,nova trento,,
Region,MG,monte santo de minas,,
Region,MG,itaobim,,
Region,MG,bom jardim de minas,,
Region,GO,santo antonio do descoberto,,
Region,MG,conceicao da aparecida,,
Region,SP,vargem grande do sul,,
Region,RJ,conservatoria,,
Region,SP,miracatu,,
Region,PR,cambara,,
Region,PI,paulistana,,
Region,PA,goianesia do para,,
Region,PR,assai,,
Region,SC,sao joao do sul,,
Region,BA,barra da estiva,,
Region,RS,cacapava do sul,,
Region,CE,quixeramobim,,
Region,RN,sao goncalo do amarante,,
Region,RS,nao-me-toque,,
Region,PR,coronel vivida,,
Region,MG,bom sucesso,,
Region,SC,porto belo,,
Region,SC,santa cecilia,,
Region,MG,brazopolis,,
Region,GO,goianira,,
Region,SC,itapoa,,
Region,CE,santa quiteria,,
Region,SC,rodeio,,
Region,PR,faxinal,,
Region,GO,iaciara,,
Region,RN,sao miguel,,
Region,PR,colonia jordaozinho,,
Region,GO,inaciolandia,,
Region,SP,borborema,,
Region,PR,quedas do iguacu,,
Region,BA,itacare,,
Region,MG,tres marias,,
Region,MA,lago da pedra,,
Region,MT,barra do bugres,,
Region,CE,santana do cariri,,
Region,PR,prudentopolis,,
Region,MG,serro,,
Region,SP,boa esperanca do sul,,
Region,MG,alpinopolis,,
Region,BA,queimadas,,
Region,SP,capela do alto,,
Region,RJ,arrozal,,
Region,SP,pedro de toledo,,
Region,MG,cachoeira do campo,,
Region,MG,formoso,,
Region,GO,itapuranga,,
Region,SE,simao dias,,
Region,CE,lavras da mangabeira,,
Region,MS,dois irmaos do buriti,,
Region,RS,campos borges,,
Region,MG,conceicao do rio verde,,
Region,PR,cruzeiro do oeste,,
Region,SP,joanopolis,,
Region,PR,colonia castrolanda,,
Region,SP,potirendaba,,
Region,TO,dianopolis,,
Region,SP,nuporanga,,
Region,RN,sao jose de mipibu,,
Region,PR,guaira,,
Region,SC,bom jesus,,
Region,BA,conde,,
Region,SP,angatuba,,
Region,RS,chui,,
Region,GO,mambai,,
Region,SC,pinhalzinho,,
Region,RS,sao marcos,,
Region,SP,nazare paulista,,
Region,MG,rio manso,,
Region,RS,serafina correa,,
Region,AL,sao miguel dos campos,,
